"region","year","contents","07459: Population, by region, year and contents"
"K-3021 Aas","2016","Persons",18992
"K-3021 Aas","2017","Persons",19288
"K-3021 Aas","2018","Persons",20084
"K-3021 Aas","2019","Persons",20335
"K-3021 Aas","2020","Persons",20439
"K-3022 Frogn","1986","Persons",9502
"K-3022 Frogn","1987","Persons",9740
"K-3022 Frogn","1988","Persons",9888
"K-3022 Frogn","1989","Persons",9959
"K-3022 Frogn","1990","Persons",10113
"K-3022 Frogn","1991","Persons",10297
"K-3022 Frogn","1992","Persons",10465
"K-3022 Frogn","1993","Persons",10673
"K-3022 Frogn","1994","Persons",10863
"K-3022 Frogn","1995","Persons",11347
"K-3022 Frogn","1996","Persons",11804
"K-3022 Frogn","1997","Persons",12165
"K-3022 Frogn","1998","Persons",12517
"K-3022 Frogn","1999","Persons",12748
"K-3022 Frogn","2000","Persons",12972
"K-3022 Frogn","2001","Persons",13020
"K-3022 Frogn","2002","Persons",12962
"K-3022 Frogn","2003","Persons",13116
"K-3022 Frogn","2004","Persons",13153
"K-3022 Frogn","2005","Persons",13358
"K-3022 Frogn","2006","Persons",13585
"K-3022 Frogn","2007","Persons",13890
"K-3022 Frogn","2008","Persons",14245
"K-3022 Frogn","2009","Persons",14435
"K-3022 Frogn","2010","Persons",14622
"K-3022 Frogn","2011","Persons",14814
"K-3022 Frogn","2012","Persons",15154
"K-3022 Frogn","2013","Persons",15469
"K-3022 Frogn","2014","Persons",15671
"K-3022 Frogn","2015","Persons",15656
"K-3022 Frogn","2016","Persons",15695
"K-3022 Frogn","2017","Persons",15743
"K-3022 Frogn","2018","Persons",15735
"K-3022 Frogn","2019","Persons",15761
"K-3022 Frogn","2020","Persons",15877
"K-3023 Nesodden","1986","Persons",11567
"K-3023 Nesodden","1987","Persons",11998
"K-3023 Nesodden","1988","Persons",12458
"K-3023 Nesodden","1989","Persons",12866
"K-3023 Nesodden","1990","Persons",13063
"K-3023 Nesodden","1991","Persons",13222
"K-3023 Nesodden","1992","Persons",13300
"K-3023 Nesodden","1993","Persons",13508
"K-3023 Nesodden","1994","Persons",13845
"K-3023 Nesodden","1995","Persons",13987
"K-3023 Nesodden","1996","Persons",14184
"K-3023 Nesodden","1997","Persons",14350
"K-3023 Nesodden","1998","Persons",14691
"K-3023 Nesodden","1999","Persons",15097
"K-3023 Nesodden","2000","Persons",15448
"K-3023 Nesodden","2001","Persons",15534
"K-3023 Nesodden","2002","Persons",15777
"K-3023 Nesodden","2003","Persons",15943
"K-3023 Nesodden","2004","Persons",16074
"K-3023 Nesodden","2005","Persons",16231
"K-3023 Nesodden","2006","Persons",16541
"K-3023 Nesodden","2007","Persons",16791
"K-3023 Nesodden","2008","Persons",16868
"K-3023 Nesodden","2009","Persons",17129
"K-3023 Nesodden","2010","Persons",17348
"K-3023 Nesodden","2011","Persons",17515
"K-3023 Nesodden","2012","Persons",17809
"K-3023 Nesodden","2013","Persons",17998
"K-3023 Nesodden","2014","Persons",18297
"K-3023 Nesodden","2015","Persons",18372
"K-3023 Nesodden","2016","Persons",18623
"K-3023 Nesodden","2017","Persons",18869
"K-3023 Nesodden","2018","Persons",19287
"K-3023 Nesodden","2019","Persons",19488
"K-3023 Nesodden","2020","Persons",19616
"K-3024 Baerum","1986","Persons",84724
"K-3024 Baerum","1987","Persons",86541
"K-3024 Baerum","1988","Persons",87773
"K-3024 Baerum","1989","Persons",88594
"K-3024 Baerum","1990","Persons",89221
"K-3024 Baerum","1991","Persons",90579
"K-3024 Baerum","1992","Persons",91692
"K-3024 Baerum","1993","Persons",92748
"K-3024 Baerum","1994","Persons",94098
"K-3024 Baerum","1995","Persons",95548
"K-3024 Baerum","1996","Persons",97034
"K-3024 Baerum","1997","Persons",98298
"K-3024 Baerum","1998","Persons",99590
"K-3024 Baerum","1999","Persons",100773
"K-3024 Baerum","2000","Persons",101494
"K-3024 Baerum","2001","Persons",101340
"K-3024 Baerum","2002","Persons",101497
"K-3024 Baerum","2003","Persons",102529
"K-3024 Baerum","2004","Persons",103313
"K-3024 Baerum","2005","Persons",104690
"K-3024 Baerum","2006","Persons",105928
"K-3024 Baerum","2007","Persons",106932
"K-3024 Baerum","2008","Persons",108144
"K-3024 Baerum","2009","Persons",109700
"K-3024 Baerum","2010","Persons",111213
"K-3024 Baerum","2011","Persons",112789
"K-3024 Baerum","2012","Persons",114489
"K-3024 Baerum","2013","Persons",116677
"K-3024 Baerum","2014","Persons",118588
"K-3024 Baerum","2015","Persons",120685
"K-3024 Baerum","2016","Persons",122348
"K-3024 Baerum","2017","Persons",124008
"K-3024 Baerum","2018","Persons",125454
"K-3024 Baerum","2019","Persons",126841
"K-3024 Baerum","2020","Persons",127731
"K-3025 Asker","1986","Persons",60394
"K-3025 Asker","1987","Persons",61322
"K-3025 Asker","1988","Persons",62250
"K-3025 Asker","1989","Persons",63007
"K-3025 Asker","1990","Persons",63577
"K-3025 Asker","1991","Persons",64329
"K-3025 Asker","1992","Persons",65066
"K-3025 Asker","1993","Persons",65643
"K-3025 Asker","1994","Persons",66502
"K-3025 Asker","1995","Persons",67309
"K-3025 Asker","1996","Persons",68387
"K-3025 Asker","1997","Persons",69751
"K-3025 Asker","1998","Persons",71561
"K-3025 Asker","1999","Persons",72718
"K-3025 Asker","2000","Persons",73892
"K-3025 Asker","2001","Persons",74695
"K-3025 Asker","2002","Persons",75338
"K-3025 Asker","2003","Persons",75946
"K-3025 Asker","2004","Persons",76514
"K-3025 Asker","2005","Persons",76937
"K-3025 Asker","2006","Persons",77991
"K-3025 Asker","2007","Persons",78964
"K-3025 Asker","2008","Persons",80176
"K-3025 Asker","2009","Persons",81505
"K-3025 Asker","2010","Persons",82562
"K-3025 Asker","2011","Persons",83703
"K-3025 Asker","2012","Persons",85226
"K-3025 Asker","2013","Persons",86817
"K-3025 Asker","2014","Persons",88289
"K-3025 Asker","2015","Persons",89974
"K-3025 Asker","2016","Persons",91011
"K-3025 Asker","2017","Persons",92174
"K-3025 Asker","2018","Persons",92828
"K-3025 Asker","2019","Persons",93679
"K-3025 Asker","2020","Persons",94441
"K-3026 Aurskog-Hoeland","1986","Persons",13167
"K-3026 Aurskog-Hoeland","1987","Persons",13230
"K-3026 Aurskog-Hoeland","1988","Persons",13228
"K-3026 Aurskog-Hoeland","1989","Persons",13248
"K-3026 Aurskog-Hoeland","1990","Persons",13249
"K-3026 Aurskog-Hoeland","1991","Persons",13218
"K-3026 Aurskog-Hoeland","1992","Persons",13150
"K-3026 Aurskog-Hoeland","1993","Persons",13072
"K-3026 Aurskog-Hoeland","1994","Persons",12940
"K-3026 Aurskog-Hoeland","1995","Persons",12944
"K-3026 Aurskog-Hoeland","1996","Persons",12996
"K-3026 Aurskog-Hoeland","1997","Persons",13006
"K-3026 Aurskog-Hoeland","1998","Persons",13053
"K-3026 Aurskog-Hoeland","1999","Persons",13111
"K-3026 Aurskog-Hoeland","2000","Persons",13235
"K-3026 Aurskog-Hoeland","2001","Persons",13382
"K-3026 Aurskog-Hoeland","2002","Persons",13654
"K-3026 Aurskog-Hoeland","2003","Persons",13725
"K-3026 Aurskog-Hoeland","2004","Persons",13867
"K-3026 Aurskog-Hoeland","2005","Persons",13942
"K-3026 Aurskog-Hoeland","2006","Persons",14049
"K-3026 Aurskog-Hoeland","2007","Persons",14246
"K-3026 Aurskog-Hoeland","2008","Persons",14644
"K-3026 Aurskog-Hoeland","2009","Persons",14829
"K-3026 Aurskog-Hoeland","2010","Persons",14982
"K-3026 Aurskog-Hoeland","2011","Persons",15310
"K-3026 Aurskog-Hoeland","2012","Persons",15593
"K-3026 Aurskog-Hoeland","2013","Persons",15951
"K-3026 Aurskog-Hoeland","2014","Persons",16172
"K-3026 Aurskog-Hoeland","2015","Persons",16398
"K-3026 Aurskog-Hoeland","2016","Persons",16586
"K-3026 Aurskog-Hoeland","2017","Persons",16847
"K-3026 Aurskog-Hoeland","2018","Persons",17072
"K-3026 Aurskog-Hoeland","2019","Persons",17173
"K-3026 Aurskog-Hoeland","2020","Persons",17390
"K-3027 Raelingen","1986","Persons",13510
"K-3027 Raelingen","1987","Persons",13514
"K-3027 Raelingen","1988","Persons",13695
"K-3027 Raelingen","1989","Persons",13591
"K-3027 Raelingen","1990","Persons",13696
"K-3027 Raelingen","1991","Persons",13836
"K-3027 Raelingen","1992","Persons",13856
"K-3027 Raelingen","1993","Persons",13917
"K-3027 Raelingen","1994","Persons",13972
"K-3027 Raelingen","1995","Persons",13994
"K-3027 Raelingen","1996","Persons",14019
"K-3027 Raelingen","1997","Persons",14196
"K-3027 Raelingen","1998","Persons",14296
"K-3027 Raelingen","1999","Persons",14373
"K-3027 Raelingen","2000","Persons",14493
"K-3027 Raelingen","2001","Persons",14659
"K-3027 Raelingen","2002","Persons",14631
"K-3027 Raelingen","2003","Persons",14679
"K-3027 Raelingen","2004","Persons",14720
"K-3027 Raelingen","2005","Persons",14797
"K-3027 Raelingen","2006","Persons",14857
"K-3027 Raelingen","2007","Persons",15062
"K-3027 Raelingen","2008","Persons",15112
"K-3027 Raelingen","2009","Persons",15345
"K-3027 Raelingen","2010","Persons",15591
"K-3027 Raelingen","2011","Persons",15920
"K-3027 Raelingen","2012","Persons",16170
"K-3027 Raelingen","2013","Persons",16420
"K-3027 Raelingen","2014","Persons",16806
"K-3027 Raelingen","2015","Persons",17185
"K-3027 Raelingen","2016","Persons",17426
"K-3027 Raelingen","2017","Persons",17730
"K-3027 Raelingen","2018","Persons",17874
"K-3027 Raelingen","2019","Persons",18161
"K-3027 Raelingen","2020","Persons",18530
"K-3028 Enebakk","1986","Persons",7592
"K-3028 Enebakk","1987","Persons",7729
"K-3028 Enebakk","1988","Persons",7888
"K-3028 Enebakk","1989","Persons",7999
"K-3028 Enebakk","1990","Persons",8060
"K-3028 Enebakk","1991","Persons",8050
"K-3028 Enebakk","1992","Persons",8035
"K-3028 Enebakk","1993","Persons",8085
"K-3028 Enebakk","1994","Persons",8065
"K-3028 Enebakk","1995","Persons",8111
"K-3028 Enebakk","1996","Persons",8165
"K-3028 Enebakk","1997","Persons",8291
"K-3028 Enebakk","1998","Persons",8393
"K-3028 Enebakk","1999","Persons",8505
"K-3028 Enebakk","2000","Persons",8680
"K-3028 Enebakk","2001","Persons",8931
"K-3028 Enebakk","2002","Persons",8965
"K-3028 Enebakk","2003","Persons",9111
"K-3028 Enebakk","2004","Persons",9233
"K-3028 Enebakk","2005","Persons",9297
"K-3028 Enebakk","2006","Persons",9442
"K-3028 Enebakk","2007","Persons",9660
"K-3028 Enebakk","2008","Persons",9893
"K-3028 Enebakk","2009","Persons",10153
"K-3028 Enebakk","2010","Persons",10176
"K-3028 Enebakk","2011","Persons",10262
"K-3028 Enebakk","2012","Persons",10487
"K-3028 Enebakk","2013","Persons",10560
"K-3028 Enebakk","2014","Persons",10626
"K-3028 Enebakk","2015","Persons",10760
"K-3028 Enebakk","2016","Persons",10870
"K-3028 Enebakk","2017","Persons",10927
"K-3028 Enebakk","2018","Persons",10945
"K-3028 Enebakk","2019","Persons",11026
"K-3028 Enebakk","2020","Persons",11110
"K-3029 Loerenskog","1986","Persons",24125
"K-3029 Loerenskog","1987","Persons",24364
"K-3029 Loerenskog","1988","Persons",24874
"K-3029 Loerenskog","1989","Persons",25723
"K-3029 Loerenskog","1990","Persons",26066
"K-3029 Loerenskog","1991","Persons",26560
"K-3029 Loerenskog","1992","Persons",26974
"K-3029 Loerenskog","1993","Persons",27114
"K-3029 Loerenskog","1994","Persons",27356
"K-3029 Loerenskog","1995","Persons",27545
"K-3029 Loerenskog","1996","Persons",28152
"K-3029 Loerenskog","1997","Persons",28799
"K-3029 Loerenskog","1998","Persons",28905
"K-3029 Loerenskog","1999","Persons",29207
"K-3029 Loerenskog","2000","Persons",29505
"K-3029 Loerenskog","2001","Persons",29656
"K-3029 Loerenskog","2002","Persons",29834
"K-3029 Loerenskog","2003","Persons",30220
"K-3029 Loerenskog","2004","Persons",30496
"K-3029 Loerenskog","2005","Persons",30675
"K-3029 Loerenskog","2006","Persons",30929
"K-3029 Loerenskog","2007","Persons",31365
"K-3029 Loerenskog","2008","Persons",31853
"K-3029 Loerenskog","2009","Persons",32300
"K-3029 Loerenskog","2010","Persons",32730
"K-3029 Loerenskog","2011","Persons",33308
"K-3029 Loerenskog","2012","Persons",33709
"K-3029 Loerenskog","2013","Persons",34320
"K-3029 Loerenskog","2014","Persons",34697
"K-3029 Loerenskog","2015","Persons",35139
"K-3029 Loerenskog","2016","Persons",36368
"K-3029 Loerenskog","2017","Persons",37406
"K-3029 Loerenskog","2018","Persons",38670
"K-3029 Loerenskog","2019","Persons",40106
"K-3029 Loerenskog","2020","Persons",41460
"K-3030 Lillestroem","1986","Persons",50810
"K-3030 Lillestroem","1987","Persons",51589
"K-3030 Lillestroem","1988","Persons",52472
"K-3030 Lillestroem","1989","Persons",53029
"K-3030 Lillestroem","1990","Persons",53536
"K-3030 Lillestroem","1991","Persons",54055
"K-3030 Lillestroem","1992","Persons",54341
"K-3030 Lillestroem","1993","Persons",54576
"K-3030 Lillestroem","1994","Persons",55047
"K-3030 Lillestroem","1995","Persons",55807
"K-3030 Lillestroem","1996","Persons",56258
"K-3030 Lillestroem","1997","Persons",56846
"K-3030 Lillestroem","1998","Persons",57876
"K-3030 Lillestroem","1999","Persons",59196
"K-3030 Lillestroem","2000","Persons",60105
"K-3030 Lillestroem","2001","Persons",60788
"K-3030 Lillestroem","2002","Persons",61747
"K-3030 Lillestroem","2003","Persons",62608
"K-3030 Lillestroem","2004","Persons",63612
"K-3030 Lillestroem","2005","Persons",64586
"K-3030 Lillestroem","2006","Persons",66302
"K-3030 Lillestroem","2007","Persons",68183
"K-3030 Lillestroem","2008","Persons",70388
"K-3030 Lillestroem","2009","Persons",71749
"K-3030 Lillestroem","2010","Persons",73330
"K-3030 Lillestroem","2011","Persons",74869
"K-3030 Lillestroem","2012","Persons",76415
"K-3030 Lillestroem","2013","Persons",77705
"K-3030 Lillestroem","2014","Persons",79154
"K-3030 Lillestroem","2015","Persons",80013
"K-3030 Lillestroem","2016","Persons",81339
"K-3030 Lillestroem","2017","Persons",82496
"K-3030 Lillestroem","2018","Persons",83821
"K-3030 Lillestroem","2019","Persons",85757
"K-3030 Lillestroem","2020","Persons",85983
"K-3031 Nittedal","1986","Persons",15187
"K-3031 Nittedal","1987","Persons",15411
"K-3031 Nittedal","1988","Persons",15742
"K-3031 Nittedal","1989","Persons",16002
"K-3031 Nittedal","1990","Persons",16114
"K-3031 Nittedal","1991","Persons",16165
"K-3031 Nittedal","1992","Persons",16220
"K-3031 Nittedal","1993","Persons",16350
"K-3031 Nittedal","1994","Persons",16468
"K-3031 Nittedal","1995","Persons",16639
"K-3031 Nittedal","1996","Persons",16902
"K-3031 Nittedal","1997","Persons",17378
"K-3031 Nittedal","1998","Persons",17892
"K-3031 Nittedal","1999","Persons",18254
"K-3031 Nittedal","2000","Persons",18639
"K-3031 Nittedal","2001","Persons",18942
"K-3031 Nittedal","2002","Persons",19185
"K-3031 Nittedal","2003","Persons",19300
"K-3031 Nittedal","2004","Persons",19440
"K-3031 Nittedal","2005","Persons",19578
"K-3031 Nittedal","2006","Persons",19722
"K-3031 Nittedal","2007","Persons",19968
"K-3031 Nittedal","2008","Persons",20256
"K-3031 Nittedal","2009","Persons",20555
"K-3031 Nittedal","2010","Persons",20939
"K-3031 Nittedal","2011","Persons",21165
"K-3031 Nittedal","2012","Persons",21454
"K-3031 Nittedal","2013","Persons",21971
"K-3031 Nittedal","2014","Persons",22385
"K-3031 Nittedal","2015","Persons",22706
"K-3031 Nittedal","2016","Persons",22857
"K-3031 Nittedal","2017","Persons",23213
"K-3031 Nittedal","2018","Persons",23545
"K-3031 Nittedal","2019","Persons",24089
"K-3031 Nittedal","2020","Persons",24249
"K-3032 Gjerdrum","1986","Persons",3501
"K-3032 Gjerdrum","1987","Persons",3578
"K-3032 Gjerdrum","1988","Persons",3644
"K-3032 Gjerdrum","1989","Persons",3712
"K-3032 Gjerdrum","1990","Persons",3778
"K-3032 Gjerdrum","1991","Persons",3760
"K-3032 Gjerdrum","1992","Persons",3753
"K-3032 Gjerdrum","1993","Persons",3745
"K-3032 Gjerdrum","1994","Persons",3771
"K-3032 Gjerdrum","1995","Persons",3906
"K-3032 Gjerdrum","1996","Persons",3954
"K-3032 Gjerdrum","1997","Persons",4144
"K-3032 Gjerdrum","1998","Persons",4304
"K-3032 Gjerdrum","1999","Persons",4452
"K-3032 Gjerdrum","2000","Persons",4554
"K-3032 Gjerdrum","2001","Persons",4656
"K-3032 Gjerdrum","2002","Persons",4778
"K-3032 Gjerdrum","2003","Persons",4877
"K-3032 Gjerdrum","2004","Persons",4964
"K-3032 Gjerdrum","2005","Persons",5064
"K-3032 Gjerdrum","2006","Persons",5214
"K-3032 Gjerdrum","2007","Persons",5353
"K-3032 Gjerdrum","2008","Persons",5464
"K-3032 Gjerdrum","2009","Persons",5567
"K-3032 Gjerdrum","2010","Persons",5821
"K-3032 Gjerdrum","2011","Persons",5990
"K-3032 Gjerdrum","2012","Persons",6152
"K-3032 Gjerdrum","2013","Persons",6264
"K-3032 Gjerdrum","2014","Persons",6292
"K-3032 Gjerdrum","2015","Persons",6326
"K-3032 Gjerdrum","2016","Persons",6323
"K-3032 Gjerdrum","2017","Persons",6546
"K-3032 Gjerdrum","2018","Persons",6704
"K-3032 Gjerdrum","2019","Persons",6823
"K-3032 Gjerdrum","2020","Persons",6890
"K-3033 Ullensaker","1986","Persons",17529
"K-3033 Ullensaker","1987","Persons",17671
"K-3033 Ullensaker","1988","Persons",17934
"K-3033 Ullensaker","1989","Persons",17998
"K-3033 Ullensaker","1990","Persons",18121
"K-3033 Ullensaker","1991","Persons",18116
"K-3033 Ullensaker","1992","Persons",18179
"K-3033 Ullensaker","1993","Persons",18363
"K-3033 Ullensaker","1994","Persons",18548
"K-3033 Ullensaker","1995","Persons",18605
"K-3033 Ullensaker","1996","Persons",18621
"K-3033 Ullensaker","1997","Persons",18779
"K-3033 Ullensaker","1998","Persons",19120
"K-3033 Ullensaker","1999","Persons",19603
"K-3033 Ullensaker","2000","Persons",20160
"K-3033 Ullensaker","2001","Persons",20987
"K-3033 Ullensaker","2002","Persons",21942
"K-3033 Ullensaker","2003","Persons",22931
"K-3033 Ullensaker","2004","Persons",23784
"K-3033 Ullensaker","2005","Persons",24556
"K-3033 Ullensaker","2006","Persons",25269
"K-3033 Ullensaker","2007","Persons",25966
"K-3033 Ullensaker","2008","Persons",26934
"K-3033 Ullensaker","2009","Persons",28138
"K-3033 Ullensaker","2010","Persons",29088
"K-3033 Ullensaker","2011","Persons",30081
"K-3033 Ullensaker","2012","Persons",31044
"K-3033 Ullensaker","2013","Persons",31743
"K-3033 Ullensaker","2014","Persons",32438
"K-3033 Ullensaker","2015","Persons",33310
"K-3033 Ullensaker","2016","Persons",34189
"K-3033 Ullensaker","2017","Persons",35102
"K-3033 Ullensaker","2018","Persons",36576
"K-3033 Ullensaker","2019","Persons",38234
"K-3033 Ullensaker","2020","Persons",39625
"K-3034 Nes","1986","Persons",14917
"K-3034 Nes","1987","Persons",15132
"K-3034 Nes","1988","Persons",15441
"K-3034 Nes","1989","Persons",15649
"K-3034 Nes","1990","Persons",15729
"K-3034 Nes","1991","Persons",15686
"K-3034 Nes","1992","Persons",15712
"K-3034 Nes","1993","Persons",15626
"K-3034 Nes","1994","Persons",15654
"K-3034 Nes","1995","Persons",15641
"K-3034 Nes","1996","Persons",15687
"K-3034 Nes","1997","Persons",15771
"K-3034 Nes","1998","Persons",15873
"K-3034 Nes","1999","Persons",16146
"K-3034 Nes","2000","Persons",16288
"K-3034 Nes","2001","Persons",16938
"K-3034 Nes","2002","Persons",17458
"K-3034 Nes","2003","Persons",17765
"K-3034 Nes","2004","Persons",17931
"K-3034 Nes","2005","Persons",18025
"K-3034 Nes","2006","Persons",18022
"K-3034 Nes","2007","Persons",18219
"K-3034 Nes","2008","Persons",18510
"K-3034 Nes","2009","Persons",18629
"K-3034 Nes","2010","Persons",18827
"K-3034 Nes","2011","Persons",19049
"K-3034 Nes","2012","Persons",19462
"K-3034 Nes","2013","Persons",19819
"K-3034 Nes","2014","Persons",20164
"K-3034 Nes","2015","Persons",20410
"K-3034 Nes","2016","Persons",20783
"K-3034 Nes","2017","Persons",21241
"K-3034 Nes","2018","Persons",21681
"K-3034 Nes","2019","Persons",21885
"K-3034 Nes","2020","Persons",23092
"K-3035 Eidsvoll","1986","Persons",15719
"K-3035 Eidsvoll","1987","Persons",15967
"K-3035 Eidsvoll","1988","Persons",16242
"K-3035 Eidsvoll","1989","Persons",16461
"K-3035 Eidsvoll","1990","Persons",16627
"K-3035 Eidsvoll","1991","Persons",16648
"K-3035 Eidsvoll","1992","Persons",16681
"K-3035 Eidsvoll","1993","Persons",16837
"K-3035 Eidsvoll","1994","Persons",16765
"K-3035 Eidsvoll","1995","Persons",16796
"K-3035 Eidsvoll","1996","Persons",16797
"K-3035 Eidsvoll","1997","Persons",16873
"K-3035 Eidsvoll","1998","Persons",16979
"K-3035 Eidsvoll","1999","Persons",17203
